Mod:Item:MetaData, Localized Name
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
tconstruct:molten_iron:0, Molten Iron
tconstruct:molten_pigiron:0, Molten Pigiron
tconstruct:molten_knightslime:0, Molten Knightslime
tconstruct:molten_alubrass:0, Molten Aluminum Brass
tconstruct:molten_cobalt:0, Molten Cobalt
tconstruct:molten_ardite:0, Molten Ardite
tconstruct:molten_manyullyn:0, Molten Manyullyn
tconstruct:molten_copper:0, Molten Copper
tconstruct:molten_bronze:0, Molten Bronze
tconstruct:molten_lead:0, Molten Lead
tconstruct:molten_silver:0, Molten Silver
tconstruct:molten_electrum:0, Molten Electrum
tconstruct:molten_steel:0, Molten Steel
tconstruct:molten_gold:0, Molten Gold
tconstruct:molten_brass:0, Molten Brass
tconstruct:molten_tin:0, Molten Tin
tconstruct:molten_nickel:0, Molten Nickel
tconstruct:molten_zinc:0, Molten Zinc
tconstruct:molten_aluminum:0, Molten Aluminum
tconstruct:molten_stone:0, Seared Stone
tconstruct:molten_obsidian:0, Molten Obsidian
tconstruct:molten_clay:0, Molten Clay
tconstruct:molten_dirt:0, Liquid Dirt
tconstruct:molten_emerald:0, Molten Emerald
tconstruct:molten_glass:0, Molten Glass
tconstruct:blood:0, Blood
tconstruct:milk:0, Milk.name
tconstruct:blueslime:0, Liquid Blue Slime
tconstruct:purpleslime:0, Liquid Purple Slime
mysticalagradditions:storage:0, §5Insanium Block
mysticalagradditions:storage:1, §5Insanium Ingot Block
mysticalagradditions:storage:2, §5Insanium Coal Block
mysticalagradditions:special:0, Nether Star Crux
mysticalagradditions:special:4, Awakened Draconium Crux
mysticalagradditions:tinkering_table, Tinkering Table
mysticalagradditions:tier6_inferium_crop, Tier 6 Inferium Crop
mysticalagradditions:nether_star_crop, Nether Star Crop
mysticalagradditions:awakened_draconium_crop, Awakened Draconium Crop
mysticalagradditions:insanium:0, §5Insanium Essence
mysticalagradditions:insanium:1, Tier 6 Crafting Seed
mysticalagradditions:insanium:2, §5Insanium Ingot
mysticalagradditions:insanium:3, §5Insanium Nugget
mysticalagradditions:insanium:4, Tier 6 Mob Chunk
mysticalagradditions:insanium:5, §5Insanium Coal
mysticalagradditions:stuff:0, Nether Star Shard
mysticalagradditions:stuff:1, Withering Soul
mysticalagradditions:nether_star_essence, Nether Star Essence
mysticalagradditions:awakened_draconium_essence, Awakened Draconium Essence
mysticalagradditions:tier6_inferium_seeds, Inferium Seeds
mysticalagradditions:nether_star_seeds, Nether Star Seeds
mysticalagradditions:awakened_draconium_seeds, Awakened Draconium Seeds
mysticalagradditions:molten_soulium, Molten Soulium
mysticalagradditions:molten_base_essence, Molten Base Essence
mysticalagradditions:molten_inferium, Molten Inferium
mysticalagradditions:molten_prudentium, Molten Prudentium
mysticalagradditions:molten_intermedium, Molten Intermedium
mysticalagradditions:molten_superium, Molten Superium
mysticalagradditions:molten_supremium, Molten Supremium
nethermetals:nether_coal_ore, Nether Coal Ore
nethermetals:nether_diamond_ore, Nether Diamond Ore
nethermetals:nether_emerald_ore, Nether Emerald Ore
nethermetals:nether_gold_ore, Nether Gold Ore
nethermetals:nether_iron_ore, Nether Iron Ore
nethermetals:nether_lapis_ore, Nether Lapis Ore
nethermetals:nether_redstone_ore, Nether Redstone Ore
nethermetals:nether_antimony_ore, Nether Antimony Ore
nethermetals:nether_bismuth_ore, Nether Bismuth Ore
nethermetals:nether_copper_ore, Nether Copper Ore
nethermetals:nether_lead_ore, Nether Lead Ore
nethermetals:nether_mercury_ore, Nether Mercury Ore
nethermetals:nether_nickel_ore, Nether Nickel Ore
nethermetals:nether_platinum_ore, Nether Platinum Ore
nethermetals:nether_silver_ore, Nether Silver Ore
nethermetals:nether_tin_ore, Nether Tin Ore
nethermetals:nether_zinc_ore, Nether Zinc Ore
nethermetals:nether_aluminum_ore, Nether Aluminum Ore
nethermetals:nether_cadmium_ore, Nether Cadmium Ore
nethermetals:nether_chromium_ore, Nether Chromium Ore
nethermetals:nether_iridium_ore, Nether Iridium Ore
nethermetals:nether_magnesium_ore, Nether Magnesium Ore
nethermetals:nether_manganese_ore, Nether Manganese Ore
nethermetals:nether_osmium_ore, Nether Osmium Ore
nethermetals:nether_plutonium_ore, Nether Plutonium Ore
nethermetals:nether_rutile_ore, Nether Rutile Ore
nethermetals:nether_tantalum_ore, Nether Tantalum Ore
nethermetals:nether_titanium_ore, Nether Titanium Ore
nethermetals:nether_tungsten_ore, Nether Tungsten Ore
nethermetals:nether_uranium_ore, Nether Uranium Ore
nethermetals:nether_zirconium_ore, Nether Zirconium Ore
projecte:interdiction_torch, Interdiction Torch
projecte:condenser_mk2, Energy Condenser MK2
projecte:dm_pedestal, Dark Matter Pedestal
projecte:nova_catalyst, Nova Catalyst
projecte:nova_cataclysm, Nova Cataclysm
projecte:alchemical_chest, Alchemical Chest
projecte:transmutation_table, Transmutation Table
projecte:condenser_mk1, Energy Condenser
projecte:rm_furnace, Red Matter Furnace
projecte:dm_furnace, Dark Matter Furnace
projecte:matter_block:0, Dark Matter Block
projecte:matter_block:1, Red Matter Block
projecte:fuel_block:0, Alchemical Coal Block
projecte:fuel_block:1, Mobius Fuel Block
projecte:fuel_block:2, Aeternalis Fuel Block
projecte:collector_mk1, Energy Collector MK1
projecte:collector_mk2, Energy Collector MK2
projecte:collector_mk3, Energy Collector MK3
projecte:relay_mk1, Anti-Matter Relay MK1
projecte:relay_mk2, Anti-Matter Relay MK2
projecte:relay_mk3, Anti-Matter Relay MK3
projecte:item.pe_philosophers_stone, Philosopher's Stone
projecte:item.pe_alchemical_bag:0, Alchemical Bag (White)
projecte:item.pe_alchemical_bag:1, Alchemical Bag (Orange)
projecte:item.pe_alchemical_bag:2, Alchemical Bag (Magenta)
projecte:item.pe_alchemical_bag:3, Alchemical Bag (Light Blue)
projecte:item.pe_alchemical_bag:4, Alchemical Bag (Yellow)
projecte:item.pe_alchemical_bag:5, Alchemical Bag (Lime)
projecte:item.pe_alchemical_bag:6, Alchemical Bag (Pink)
projecte:item.pe_alchemical_bag:7, Alchemical Bag (Gray)
projecte:item.pe_alchemical_bag:8, Alchemical Bag (Light Gray)
projecte:item.pe_alchemical_bag:9, Alchemical Bag (Cyan)
projecte:item.pe_alchemical_bag:10, Alchemical Bag (Purple)
projecte:item.pe_alchemical_bag:11, Alchemical Bag (Blue)
projecte:item.pe_alchemical_bag:12, Alchemical Bag (Brown)
projecte:item.pe_alchemical_bag:13, Alchemical Bag (Green)
projecte:item.pe_alchemical_bag:14, Alchemical Bag (Red)
projecte:item.pe_alchemical_bag:15, Alchemical Bag (Black)
projecte:item.pe_repair_talisman, Repair Talisman
projecte:item.pe_klein_star:0, Klein Star Ein
projecte:item.pe_klein_star:1, Klein Star Zwei
projecte:item.pe_klein_star:2, Klein Star Drei
projecte:item.pe_klein_star:3, Klein Star Vier
projecte:item.pe_klein_star:4, Klein Star Sphere
projecte:item.pe_klein_star:5, Klein Star Omega
projecte:item.pe_fuel:0, Alchemical Coal
projecte:item.pe_fuel:1, Mobius Fuel
projecte:item.pe_fuel:2, Aeternalis Fuel
projecte:item.pe_covalence_dust:0, Low Covalence Dust
projecte:item.pe_covalence_dust:1, Medium Covalence Dust
projecte:item.pe_covalence_dust:2, High Covalence Dust
projecte:item.pe_matter:0, Dark Matter
projecte:item.pe_matter:1, Red Matter
projecte:item.pe_dm_pick, Dark Matter Pickaxe
projecte:item.pe_dm_axe, Dark Matter Axe
projecte:item.pe_dm_shovel, Dark Matter Shovel
projecte:item.pe_dm_sword, Dark Matter Sword
projecte:item.pe_dm_hoe, Dark Matter Hoe
projecte:item.pe_dm_shears, Dark Matter Shears
projecte:item.pe_dm_hammer, Dark Matter Hammer
projecte:item.pe_rm_pick, Red Matter Pickaxe
projecte:item.pe_rm_axe, Red Matter Axe
projecte:item.pe_rm_shovel, Red Matter Shovel
projecte:item.pe_rm_sword, Red Matter Sword
projecte:item.pe_rm_hoe, Red Matter Hoe
projecte:item.pe_rm_shears, Red Matter Shears
projecte:item.pe_rm_hammer, Red Matter Hammer
projecte:item.pe_rm_katar, Red Katar
projecte:item.pe_rm_morning_star, Red Morningstar
projecte:item.pe_dm_armor_3, Dark Matter Helmet
projecte:item.pe_dm_armor_2, Dark Matter Chestplate
projecte:item.pe_dm_armor_1, Dark Matter Leggings
projecte:item.pe_dm_armor_0, Dark Matter Boots
projecte:item.pe_rm_armor_3, Red Matter Helmet
projecte:item.pe_rm_armor_2, Red Matter Chestplate
projecte:item.pe_rm_armor_1, Red Matter Leggings
projecte:item.pe_rm_armor_0, Red Matter Boots
projecte:item.pe_gem_armor_3, Gem Helmet
projecte:item.pe_gem_armor_2, Gem Chestplate
projecte:item.pe_gem_armor_1, Gem Leggings
projecte:item.pe_gem_armor_0, Gem Boots
projecte:item.pe_ring_iron_band, Iron Band
projecte:item.pe_black_hole:0, Black Hole Band
projecte:item.pe_archangel_smite:0, Archangel's Smite
projecte:item.pe_harvest_god:0, Harvest Goddess Band
projecte:item.pe_ignition:0, Ignition Ring
projecte:item.pe_zero_ring, Zero Ring
projecte:item.pe_swrg, Swiftwolf's Rending Gale
projecte:item.pe_time_watch, Watch of Flowing Time
projecte:item.pe_gem_density, Gem of Eternal Density
projecte:item.pe_divining_rod_1, Divining Rod (low)
projecte:item.pe_divining_rod_2, Divining Rod (medium)
projecte:item.pe_divining_rod_3, Divining Rod (high)
projecte:item.pe_mercurial_eye, Mercurial Eye
projecte:item.pe_void_ring, Void Ring
projecte:item.pe_arcana_ring:0, Ring of Arcana
projecte:item.pe_arcana_ring:1, Ring of Arcana
projecte:item.pe_arcana_ring:2, Ring of Arcana
projecte:item.pe_arcana_ring:3, Ring of Arcana
projecte:item.pe_body_stone:0, Body Stone
projecte:item.pe_soul_stone:0, Soul Stone
projecte:item.pe_mind_stone:0, Mind Stone
projecte:item.pe_life_stone:0, Life Stone
projecte:item.pe_evertide_amulet, Evertide Amulet
projecte:item.pe_volcanite_amulet, Volcanite Amulet
projecte:item.pe_water_orb, Water Orb
projecte:item.pe_lava_orb, Lava Orb
projecte:item.pe_randomizer, Randomizer Orb
projecte:item.pe_lens_explosive, Explosive Lens
projecte:item.pe_fire_projectile, item.pe_fire_projectile.name
projecte:item.pe_wind_projectile, item.pe_wind_projectile.name
projecte:item.pe_destruction_catalyst, Destruction Catalyst
projecte:item.pe_hyperkinetic_lens, Hyperkinetic Lens
projecte:item.pe_catalitic_lens, Catalytic Lens
projecte:item.pe_tome, Tome of Knowledge
projecte:item.pe_transmutation_tablet, Transmutation Tablet
projecte:item.pe_manual, Book of the Alchemist [WIP]
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:probe_goggles, The One Probe (Bauble)
p455w0rdsthings:carbon_block, Carbon Block
p455w0rdsthings:nether_carbon_ore, Raw Carbon Ore
p455w0rdsthings:carbon_bricks_block, Carbon Bricks
p455w0rdsthings:carbon_stairs_block, Carbon Brick Stairs
p455w0rdsthings:carbon_slab, Carbon Slab
p455w0rdsthings:carbon_slab_double, Carbon Double Slab
p455w0rdsthings:trash_can, Voidifier
p455w0rdsthings:fake_lava, Lava
p455w0rdsthings:compressor, Compressor
p455w0rdsthings:interchanger, Interchanger (WIP)
p455w0rdsthings:machineupgrade_speed, Machine Upgrade: Speed
p455w0rdsthings:machine_framework, Machine Framework
p455w0rdsthings:carbon_door, Carbon Door
p455w0rdsthings:carbon_fluid, Sublimated Carbon
p455w0rdsthings:danknull_dock, /dank/null Docking Station
p455w0rdsthings:dank_null:0, /dank/null/
p455w0rdsthings:dank_null:1, /dank/null/MK II
p455w0rdsthings:dank_null:2, /dank/null/MK III
p455w0rdsthings:dank_null:3, /dank/null/MK IV
p455w0rdsthings:dank_null:4, /dank/null/MK V
p455w0rdsthings:dank_null:5, /dank/null/MK VI
p455w0rdsthings:dank_null_holder, item.dank_null_holder.name
p455w0rdsthings:compressor_item, item.compressor_item.name
p455w0rdsthings:raw_carbon, Raw Carbon
p455w0rdsthings:carbon_rod_0, Carbon NanoTube
p455w0rdsthings:carbon_rod_1, RedStone Carbon Rod
p455w0rdsthings:carbon_rod_2, Lapis Carbon Rod
p455w0rdsthings:carbon_rod_3, Iron Carbon Rod
p455w0rdsthings:carbon_rod_4, Gold Carbon Rod
p455w0rdsthings:carbon_rod_5, Diamond Carbon Rod
p455w0rdsthings:carbon_rod_6, Emerald Carbon Rod
p455w0rdsthings:dank_null_panel_0, RedStone /dank/null Panel
p455w0rdsthings:dank_null_panel_1, Lapis /dank/null Panel
p455w0rdsthings:dank_null_panel_2, Iron /dank/null Panel
p455w0rdsthings:dank_null_panel_3, Gold /dank/null Panel
p455w0rdsthings:dank_null_panel_4, Diamond /dank/null Panel
p455w0rdsthings:dank_null_panel_5, Emerald /dank/null Panel
p455w0rdsthings:carbon_helmet, Carbon Helm
p455w0rdsthings:carbon_chestplate, Carbon Chestplate
p455w0rdsthings:carbon_leggings, Carbon Greaves
p455w0rdsthings:carbon_boots, Carbon Sabatons
p455w0rdsthings:emerald_carbon_helmet, Emerald Infused Carbon Helm
p455w0rdsthings:emerald_carbon_chestplate, Infused Carbon Chestplate
p455w0rdsthings:emerald_carbon_leggings, Infused Carbon Greaves
p455w0rdsthings:emerald_carbon_boots, Infused Carbon Boots
p455w0rdsthings:emerald_carbon_jetplate, Infused Carbon Jetplate
p455w0rdsthings:carbon_shield, Carbon Shield
p455w0rdsthings:magnet,  Item Magnet
p455w0rdsthings:emerald_horse_armor, Emerald Horse Armor
p455w0rdsthings:carbon_horse_armor, Carbon Horse Armor
p455w0rdsthings:lapis_horse_armor, Lapis Horse Armor
p455w0rdsthings:redstone_horse_armor, Redstone Horse Armor
p455w0rdsthings:ardite_horse_armor, Ardite Horse Armor
p455w0rdsthings:cobalt_horse_armor, Cobalt Horse Armor
p455w0rdsthings:manyullyn_horse_armor, Manyullyn Horse Armor
p455w0rdsthings:armorstand, Advanced Armor Stand
p455w0rdsthings:carbon_jetpack, Carbon Jet Pack
p455w0rdsthings:night_vision_goggles, Night Vision Goggles
p455w0rdsthings:carbon_thruster, Carbon Thruster
p455w0rdsthings:carbon_ingot, Carbon Ingot
p455w0rdsthings:carbon_harness, Carbon Harness
p455w0rdsthings:battery_basic, Basic Battery
p455w0rdsthings:battery_advanced, Emerald Infused Battery
p455w0rdsthings:armorupgrade_base, Blank Armor Upgrade
p455w0rdsthings:armorupgrade_step_assist, Step Assist Armor Upgrade
p455w0rdsthings:armorupgrade_night_vision, Night Vision Armor Upgrade
p455w0rdsthings:armorupgrade_speed, Speed Armor Upgrade
p455w0rdsthings:armorupgrade_lava_walker, Lava Walker Armor Upgrade
p455w0rdsthings:armorupgrade_flight, JetPlate Armor Upgrade
p455w0rdsthings:armorupgrade_unwithering, Witherless Armor Upgrade
p455w0rdsthings:armorupgrade_endervision, Endervision Armor Upgrade
p455w0rdsthings:armorupgrade_repulsion, Repulsion Armor Upgrade
p455w0rdsthings:friender_pearl, Friender Pearl
p455w0rdsthings:emerald_bit, Emerald Bit
p455w0rdsthings:diamond_bit, Diamond Bit
p455w0rdsthings:enderman_skull, Enderman Skull
p455w0rdsthings:frienderman_skull, Frienderman Skull
p455w0rdsthings:enderman2_skull, Enderman Skull
p455w0rdsthings:guide, §9§lp455w0rd's Things Guide
harvestcraft:pamblackberrycrop, tile.pamblackberrycrop.name
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:pamblueberrycrop, tile.pamblueberrycrop.name
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:pamcandleberrycrop, tile.pamcandleberrycrop.name
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:pamraspberrycrop, tile.pamraspberrycrop.name
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:pamstrawberrycrop, tile.pamstrawberrycrop.name
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:pamcactusfruitcrop, tile.pamcactusfruitcrop.name
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:pamasparaguscrop, tile.pamasparaguscrop.name
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:pambarleycrop, tile.pambarleycrop.name
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:pamoatscrop, tile.pamoatscrop.name
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:pamryecrop, tile.pamryecrop.name
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:pamcorncrop, tile.pamcorncrop.name
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:pambambooshootcrop, tile.pambambooshootcrop.name
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:pamcantaloupecrop, tile.pamcantaloupecrop.name
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:pamcucumbercrop, tile.pamcucumbercrop.name
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:pamwintersquashcrop, tile.pamwintersquashcrop.name
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:pamzucchinicrop, tile.pamzucchinicrop.name
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:pambeetcrop, tile.pambeetcrop.name
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:pamonioncrop, tile.pamonioncrop.name
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:pamparsnipcrop, tile.pamparsnipcrop.name
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:pampeanutcrop, tile.pampeanutcrop.name
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:pamradishcrop, tile.pamradishcrop.name
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:pamrutabagacrop, tile.pamrutabagacrop.name
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:pamsweetpotatocrop, tile.pamsweetpotatocrop.name
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:pamturnipcrop, tile.pamturnipcrop.name
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:pamrhubarbcrop, tile.pamrhubarbcrop.name
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:pamcelerycrop, tile.pamcelerycrop.name
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:pamgarliccrop, tile.pamgarliccrop.name
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:pamgingercrop, tile.pamgingercrop.name
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:pamspiceleafcrop, tile.pamspiceleafcrop.name
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:pamtealeafcrop, tile.pamtealeafcrop.name
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:pamcoffeebeancrop, tile.pamcoffeebeancrop.name
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:pammustardseedscrop, tile.pammustardseedscrop.name
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:pambroccolicrop, tile.pambroccolicrop.name
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:pamcauliflowercrop, tile.pamcauliflowercrop.name
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:pamleekcrop, tile.pamleekcrop.name
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:pamlettucecrop, tile.pamlettucecrop.name
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:pamscallioncrop, tile.pamscallioncrop.name
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:pamartichokecrop, tile.pamartichokecrop.name
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:pambrusselsproutcrop, tile.pambrusselsproutcrop.name
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:pamcabbagecrop, tile.pamcabbagecrop.name
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:pamspinachcrop, tile.pamspinachcrop.name
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:pamwhitemushroomcrop, tile.pamwhitemushroomcrop.name
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:pambeancrop, tile.pambeancrop.name
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:pamsoybeancrop, tile.pamsoybeancrop.name
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:pambellpeppercrop, tile.pambellpeppercrop.name
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:pamchilipeppercrop, tile.pamchilipeppercrop.name
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:pameggplantcrop, tile.pameggplantcrop.name
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:pamokracrop, tile.pamokracrop.name
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:pampeascrop, tile.pampeascrop.name
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:pamtomatocrop, tile.pamtomatocrop.name
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:pamcottoncrop, tile.pamcottoncrop.name
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pampineapplecrop, tile.pampineapplecrop.name
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:pamgrapecrop, tile.pamgrapecrop.name
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:pamkiwicrop, tile.pamkiwicrop.name
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:pamcranberrycrop, tile.pamcranberrycrop.name
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:pamricecrop, tile.pamricecrop.name
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:pamseaweedcrop, tile.pamseaweedcrop.name
harvestcraft:seaweeditem, Seaweed
harvestcraft:seaweedseeditem, Seaweed Seed
harvestcraft:pamcurryleafcrop, tile.pamcurryleafcrop.name
harvestcraft:curryleafitem, Curry Leaf
harvestcraft:curryleafseeditem, Curry Leaf Seed
harvestcraft:pamsesameseedscrop, tile.pamsesameseedscrop.name
harvestcraft:sesameseedsitem, Sesame Seeds
harvestcraft:sesameseedsseeditem, Sesame Seeds Seed
harvestcraft:pamwaterchestnutcrop, tile.pamwaterchestnutcrop.name
harvestcraft:waterchestnutitem, Water Chestnut
harvestcraft:waterchestnutseeditem, Water Chestnut Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateitem, Date
harvestcraft:pamdate, Date
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaitem, Papaya
harvestcraft:pampapaya, Papaya
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryitem, Cherry
harvestcraft:pamcherry, Cherry
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figitem, Fig
harvestcraft:pamfig, Fig
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruititem, Dragonfruit
harvestcraft:pamdragonfruit, Dragonfruit
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamapple, Apple
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonitem, Lemon
harvestcraft:pamlemon, Lemon
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearitem, Pear
harvestcraft:pampear, Pear
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveitem, Olive
harvestcraft:pamolive, Olive
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruititem, Grapefruit
harvestcraft:pamgrapefruit, Grapefruit
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateitem, Pomegranate
harvestcraft:pampomegranate, Pomegranate
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewitem, Cashew
harvestcraft:pamcashew, Cashew
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanitem, Vanilla Bean
harvestcraft:pamvanillabean, Vanilla Bean
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruititem, Starfruit
harvestcraft:pamstarfruit, Starfruit
